,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1449,4352,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
1450,8359,40,self-employed,married,primary,no,42,no,no,cellular,11,jul,264,3,-1,0,unknown,no
1451,2941,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown,yes
1452,7732,34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,unknown,no
1453,10361,46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure,no
1454,874,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
1455,3497,42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692,1,-1,0,unknown,yes
1456,2517,30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
1457,3809,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
1458,7461,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,no
1459,6516,42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,apr,341,2,336,3,other,no
1460,571,31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,-1,0,unknown,yes
1461,3059,30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,yes
1462,9019,36,housemaid,married,primary,no,758,no,no,unknown,17,jun,236,2,-1,0,unknown,no
1463,7809,37,services,married,primary,no,0,yes,no,unknown,26,may,581,1,-1,0,unknown,no
1464,8992,59,admin.,married,secondary,no,205,no,no,telephone,1,jun,277,1,-1,0,unknown,no
1465,6504,29,management,single,secondary,no,584,yes,no,unknown,16,jun,541,19,-1,0,unknown,no
1466,2031,28,student,single,secondary,no,0,no,no,cellular,20,apr,185,1,-1,0,unknown,yes
1467,6482,31,services,single,secondary,no,3,yes,no,cellular,5,may,41,1,-1,0,unknown,no
1468,5799,52,management,married,secondary,no,596,yes,no,cellular,29,jan,113,1,188,1,other,no
1469,6576,31,technician,single,secondary,no,23,no,no,cellular,28,aug,110,2,-1,0,unknown,no
1470,4257,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
1471,1472,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
1472,8321,53,blue-collar,married,secondary,yes,20,yes,no,cellular,8,may,273,1,-1,0,unknown,no
1473,8462,58,blue-collar,married,primary,no,3,no,yes,telephone,29,jul,55,16,-1,0,unknown,no
1474,3661,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,yes
1475,4171,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
1476,1938,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes
1477,5535,34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,693,7,-1,0,unknown,no
1478,6894,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no
1479,2181,33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,-1,0,unknown,yes
1480,5012,36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
1481,1925,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
1482,3325,20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
1483,8132,53,entrepreneur,married,secondary,no,111,yes,no,cellular,20,nov,600,3,189,2,failure,no
1484,9372,43,management,married,tertiary,no,1253,no,yes,cellular,18,aug,52,3,-1,0,unknown,no
1485,7030,42,blue-collar,married,primary,no,1752,yes,no,unknown,16,jun,19,21,-1,0,unknown,no
1486,8952,29,services,single,secondary,no,566,no,no,unknown,7,may,127,2,-1,0,unknown,no
1487,4731,52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
1488,3074,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown,yes
1489,5621,43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,245,1,-1,0,unknown,no
1490,2209,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
1491,4355,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
1492,6775,25,student,single,tertiary,no,241,no,no,cellular,26,may,351,1,-1,0,unknown,no
1493,8956,36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,no
1494,3302,26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,4,-1,0,unknown,yes
1495,2102,24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes
1496,10184,44,blue-collar,married,secondary,no,85,yes,no,unknown,9,may,116,2,-1,0,unknown,no
1497,6571,55,management,divorced,tertiary,no,608,yes,no,cellular,7,may,161,2,-1,0,unknown,no
1498,1713,46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,-1,0,unknown,yes
1499,2390,29,technician,single,tertiary,no,0,yes,no,cellular,7,may,347,2,337,6,failure,yes
1500,4375,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
1501,3468,49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,-1,0,unknown,yes
1502,7114,51,management,married,tertiary,no,1392,no,no,cellular,7,jul,511,3,-1,0,unknown,no
1503,981,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
1504,5277,68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
1505,4321,52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
1506,9420,30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no
1507,10486,25,self-employed,single,unknown,no,1179,no,no,cellular,18,feb,150,2,185,3,failure,no
1508,10446,52,blue-collar,married,primary,no,2144,yes,no,unknown,30,may,60,1,-1,0,unknown,no
1509,248,36,technician,single,secondary,no,4136,yes,no,unknown,30,may,812,3,-1,0,unknown,yes
1510,53,34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,2231,1,-1,0,unknown,yes
1511,3922,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1141,1,209,1,other,yes
1512,8401,54,management,married,unknown,no,527,yes,no,cellular,30,apr,112,1,281,3,failure,no
1513,5383,31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,4,-1,0,unknown,no
1514,131,29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,yes
1515,3633,41,unknown,single,unknown,no,942,no,no,cellular,27,oct,143,1,188,1,success,yes
1516,5979,31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,-1,0,unknown,no
1517,3251,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
1518,6089,28,services,married,secondary,no,3019,no,no,unknown,2,jun,303,2,-1,0,unknown,no
1519,3221,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
1520,5481,32,admin.,married,secondary,no,901,yes,no,cellular,20,nov,140,1,-1,0,unknown,no
1521,4281,28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,yes
1522,799,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes
1523,3516,30,technician,single,secondary,no,158,no,no,cellular,6,oct,144,1,-1,0,unknown,yes
1524,3033,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
1525,8174,69,retired,married,secondary,no,0,no,no,cellular,16,oct,1580,2,-1,0,unknown,no
1526,3930,32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
1527,1669,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
1528,7188,38,services,married,secondary,no,823,yes,no,unknown,3,jun,132,5,-1,0,unknown,no
1529,8503,43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,no
1530,8696,50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
1531,1122,33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,-1,0,unknown,yes
1532,8389,29,technician,single,secondary,no,1395,yes,no,unknown,26,may,61,1,-1,0,unknown,no
1533,1164,39,admin.,married,secondary,no,1757,no,no,telephone,28,oct,125,1,-1,0,unknown,yes
1534,726,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
1535,8363,52,unemployed,married,primary,no,426,no,no,cellular,8,jun,252,5,-1,0,unknown,no
1536,907,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,yes
1537,8799,52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,119,1,-1,0,unknown,no
1538,9690,33,management,single,tertiary,no,3770,no,no,cellular,28,jan,757,2,-1,0,unknown,no
1539,3225,61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,yes
1540,7172,42,technician,married,secondary,no,1812,yes,no,cellular,31,jul,84,2,-1,0,unknown,no
1541,1677,30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
1542,6676,29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,-1,0,unknown,no
1543,5942,57,management,married,secondary,no,82,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
1544,5843,32,technician,single,tertiary,no,300,no,no,cellular,11,aug,163,2,-1,0,unknown,no
1545,7723,31,services,married,secondary,no,0,yes,no,cellular,29,jan,224,2,-1,0,unknown,no
1546,3293,30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure,yes
1547,3441,60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
1548,6638,38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,unknown,no
1549,3430,32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
1550,9941,50,blue-collar,married,secondary,no,84,yes,no,cellular,17,jul,18,8,-1,0,unknown,no
1551,10395,29,blue-collar,married,primary,no,7,yes,no,cellular,12,may,69,3,-1,0,unknown,no
1552,6074,58,housemaid,married,primary,no,4605,no,no,cellular,4,aug,197,1,-1,0,unknown,no
1553,182,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,895,4,-1,0,unknown,yes
1554,2534,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,yes
1555,7350,41,technician,married,secondary,no,112,yes,no,cellular,9,jul,158,1,-1,0,unknown,no
1556,8642,42,technician,divorced,tertiary,no,147,yes,no,unknown,3,jun,254,21,-1,0,unknown,no
1557,9280,79,retired,married,primary,no,1058,no,no,telephone,17,may,564,5,-1,0,unknown,no
1558,7491,35,blue-collar,single,primary,no,1772,no,no,unknown,20,jun,19,7,-1,0,unknown,no
1559,8699,35,management,married,tertiary,no,6,yes,yes,unknown,15,may,136,1,-1,0,unknown,no
1560,6383,56,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no
1561,10435,59,management,married,tertiary,no,3165,yes,no,unknown,12,jun,278,2,-1,0,unknown,no
1562,9457,46,management,married,secondary,no,3570,no,no,cellular,13,aug,69,2,-1,0,unknown,no
1563,2664,31,management,single,secondary,no,360,yes,no,cellular,18,may,309,1,-1,0,unknown,yes
1564,520,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes
1565,8282,30,management,married,tertiary,no,562,no,no,cellular,21,aug,137,4,-1,0,unknown,no
1566,1625,47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,261,2,-1,0,unknown,yes
1567,6184,42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,no
1568,5279,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
1569,10341,38,technician,married,tertiary,no,664,no,no,cellular,22,aug,242,2,-1,0,unknown,no
1570,9647,52,admin.,married,secondary,no,722,no,no,cellular,24,apr,60,3,-1,0,unknown,no
1571,7915,33,student,single,tertiary,no,71,no,no,cellular,15,jul,94,4,-1,0,unknown,no
1572,3676,30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
1573,3740,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
1574,7228,43,management,married,tertiary,no,-8,yes,no,unknown,20,may,473,2,-1,0,unknown,no
1575,6148,44,management,divorced,secondary,no,5757,yes,no,cellular,18,may,114,1,-1,0,unknown,no
1576,5962,35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,jul,85,1,-1,0,unknown,no
1577,5779,50,technician,divorced,unknown,no,2794,no,no,cellular,13,nov,350,5,93,2,success,no
1578,2271,37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
1579,3283,82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,yes
1580,5225,29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
1581,3235,43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,yes
1582,180,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
1583,10123,34,services,married,secondary,no,1632,no,no,cellular,27,aug,65,6,-1,0,unknown,no
1584,4000,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
1585,140,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes
1586,4349,27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
1587,6932,35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,no
1588,1924,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown,yes
1589,5792,50,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,no
1590,10312,37,technician,married,tertiary,no,4596,yes,no,cellular,7,may,218,2,211,4,success,no
1591,5320,35,management,married,tertiary,no,787,no,no,cellular,20,nov,49,1,-1,0,unknown,no
1592,871,56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,yes
1593,6541,52,management,divorced,tertiary,no,590,no,no,unknown,6,jun,354,5,-1,0,unknown,no
1594,6441,44,management,married,tertiary,no,4333,no,no,cellular,6,aug,68,6,-1,0,unknown,no
1595,7569,46,blue-collar,married,secondary,no,243,yes,no,unknown,3,jun,310,4,-1,0,unknown,no
1596,1604,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
1597,4347,80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
1598,6545,36,services,married,secondary,no,812,yes,yes,cellular,2,feb,138,2,-1,0,unknown,no
1599,10048,56,unemployed,married,secondary,no,2552,yes,no,unknown,15,may,176,2,-1,0,unknown,no
1600,9299,33,entrepreneur,married,secondary,no,0,yes,yes,unknown,8,may,982,1,-1,0,unknown,no
1601,4418,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
1602,1837,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,222,17,failure,yes
1603,173,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,yes
1604,5656,28,admin.,married,secondary,no,213,yes,no,cellular,14,may,341,3,-1,0,unknown,no
1605,995,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
1606,2624,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,0,unknown,yes
1607,5309,32,admin.,married,secondary,no,389,yes,no,cellular,28,jul,129,3,233,3,failure,no
1608,4482,33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
1609,5097,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,3,-1,0,unknown,yes
1610,338,55,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown,yes
1611,10489,58,technician,single,secondary,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no
1612,7894,49,technician,married,secondary,no,148,no,no,unknown,19,jun,13,1,-1,0,unknown,no
1613,1646,64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown,yes
1614,6017,36,admin.,single,secondary,no,98,yes,no,unknown,21,may,68,1,-1,0,unknown,no
1615,1194,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes
1616,1227,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
1617,1960,32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes
1618,7455,47,management,divorced,tertiary,no,310,no,no,cellular,29,aug,136,2,-1,0,unknown,no
1619,5005,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
1620,9246,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
1621,2019,46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720,1,-1,0,unknown,yes
1622,3683,87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
1623,8549,52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,58,1,-1,0,unknown,no
1624,5010,57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,unknown,yes
1625,2024,39,technician,married,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,unknown,yes
1626,10089,58,blue-collar,married,secondary,no,0,no,no,cellular,18,aug,27,17,-1,0,unknown,no
1627,10182,37,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown,no
1628,1843,44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,-1,0,unknown,yes
1629,8881,32,services,single,secondary,no,259,yes,no,unknown,27,may,363,2,-1,0,unknown,no
1630,4551,38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
1631,5198,42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success,yes
1632,2330,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
1633,1911,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes
1634,3981,32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
1635,1553,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,5,feb,136,10,-1,0,unknown,yes
1636,9549,33,technician,divorced,tertiary,no,39,no,no,cellular,19,aug,123,5,-1,0,unknown,no
1637,9155,32,blue-collar,married,secondary,no,2526,yes,no,unknown,20,jun,25,8,-1,0,unknown,no
1638,6718,44,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,162,1,-1,0,unknown,no
1639,10538,59,management,married,tertiary,no,2540,no,no,cellular,16,jul,1432,5,-1,0,unknown,no
1640,1405,49,technician,married,secondary,no,808,yes,no,cellular,28,jan,1232,1,-1,0,unknown,yes
1641,244,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,2,-1,0,unknown,yes
1642,2762,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
1643,8062,52,services,married,secondary,no,-888,no,no,cellular,16,jul,135,1,-1,0,unknown,no
1644,8273,31,admin.,single,secondary,no,299,yes,no,unknown,7,may,492,2,-1,0,unknown,no
1645,3386,36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
1646,9858,46,blue-collar,married,primary,no,564,yes,no,cellular,29,jul,124,2,-1,0,unknown,no
1647,7058,35,unemployed,married,secondary,no,315,yes,no,telephone,19,nov,70,1,-1,0,unknown,no
1648,2409,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
1649,4589,28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,unknown,yes
1650,1145,28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,-1,0,unknown,yes
1651,8410,39,services,married,secondary,no,18,yes,yes,cellular,20,apr,155,1,154,2,failure,no
1652,77,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes
1653,1920,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,yes
1654,8027,54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,-1,0,unknown,no
1655,5543,36,student,single,unknown,no,172,no,no,unknown,12,jun,81,1,-1,0,unknown,no
1656,2476,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,0,unknown,yes
1657,5775,58,retired,divorced,primary,no,593,no,yes,unknown,9,jun,204,2,-1,0,unknown,no
1658,9930,55,admin.,married,unknown,no,98,no,yes,cellular,28,jan,214,1,-1,0,unknown,no
1659,2835,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown,yes
1660,5445,28,blue-collar,single,primary,no,2340,yes,no,unknown,19,jun,399,1,-1,0,unknown,no
1661,5741,33,technician,married,secondary,no,889,yes,no,cellular,4,feb,139,1,-1,0,unknown,no
1662,8059,35,admin.,divorced,secondary,no,579,yes,no,unknown,23,may,250,3,-1,0,unknown,no
1663,9855,45,technician,married,tertiary,no,1818,yes,yes,cellular,25,jun,427,1,142,5,success,no
1664,4121,27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
1665,5465,38,blue-collar,single,primary,yes,-129,yes,no,cellular,24,jul,138,2,-1,0,unknown,no
1666,6888,42,management,married,secondary,no,275,yes,no,cellular,6,may,139,6,-1,0,unknown,no
1667,8724,36,admin.,single,secondary,no,0,yes,yes,cellular,21,nov,109,1,189,1,failure,no
1668,2696,25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,yes
1669,5833,33,technician,married,tertiary,no,575,yes,no,cellular,19,nov,76,1,-1,0,unknown,no
1670,8056,59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no
1671,7945,45,self-employed,married,tertiary,no,424,no,no,cellular,27,aug,141,8,-1,0,unknown,no
1672,10055,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,544,3,-1,0,unknown,no
1673,2856,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,yes
1674,3072,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
1675,10511,39,management,divorced,tertiary,no,1315,yes,no,cellular,16,jul,885,1,-1,0,unknown,no
1676,3097,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure,yes
1677,5231,47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,2,92,4,other,yes
1678,6868,25,retired,single,secondary,no,366,no,yes,cellular,15,may,102,2,364,2,failure,no
1679,3281,42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success,yes
1680,5620,22,student,single,unknown,no,1215,no,no,cellular,11,aug,154,1,-1,0,unknown,no
1681,9619,37,unemployed,married,secondary,no,1038,no,no,unknown,20,jun,307,3,-1,0,unknown,no
1682,1150,44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,yes
1683,673,51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,1,-1,0,unknown,yes
1684,280,25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,yes
1685,6133,49,blue-collar,married,secondary,no,3348,no,no,cellular,4,aug,144,1,-1,0,unknown,no
1686,1238,46,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,-1,0,unknown,yes
1687,7971,50,blue-collar,married,secondary,no,-581,yes,no,cellular,14,may,877,2,345,5,failure,no
1688,4877,45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
1689,9307,45,unemployed,married,secondary,no,383,no,no,cellular,23,apr,293,1,-1,0,unknown,no
1690,9298,30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
1691,6871,33,management,married,tertiary,no,11149,yes,no,unknown,21,may,418,2,-1,0,unknown,no
1692,9081,27,admin.,single,secondary,no,392,yes,yes,unknown,21,may,292,2,-1,0,unknown,no
1693,8571,44,admin.,married,secondary,no,248,no,no,unknown,6,jun,18,1,-1,0,unknown,no
1694,6300,50,entrepreneur,married,secondary,no,1857,no,yes,unknown,19,jun,26,2,-1,0,unknown,no
1695,7794,26,blue-collar,married,secondary,no,352,yes,no,cellular,8,apr,213,3,317,4,other,no
1696,2802,25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes
1697,8485,28,management,single,tertiary,no,1,no,no,cellular,24,jul,86,11,-1,0,unknown,no
1698,2555,39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,-1,0,unknown,yes
1699,7230,36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other,no
1700,1489,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown,yes
1701,6856,34,management,married,tertiary,no,1703,yes,no,cellular,22,jul,153,5,-1,0,unknown,no
1702,4250,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
1703,5038,27,student,single,tertiary,no,5169,yes,no,cellular,3,sep,431,1,466,3,success,yes
1704,9156,28,unemployed,single,tertiary,no,0,no,no,telephone,2,feb,39,1,-1,0,unknown,no
1705,264,36,management,single,tertiary,no,-78,yes,no,unknown,2,jun,1068,1,-1,0,unknown,yes
1706,3149,40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,yes
1707,6877,34,admin.,married,tertiary,no,1,yes,no,cellular,17,jul,54,3,-1,0,unknown,no
1708,5990,26,blue-collar,single,secondary,no,17891,yes,no,unknown,3,jun,239,1,-1,0,unknown,no
1709,4608,26,student,single,secondary,no,4613,no,no,cellular,28,may,663,3,196,2,other,yes
1710,228,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
1711,314,41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,2,-1,0,unknown,yes
1712,2266,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,yes
1713,8641,55,services,married,secondary,no,0,no,no,cellular,8,jul,106,1,-1,0,unknown,no
1714,2833,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes
1715,9282,38,technician,divorced,secondary,no,-478,yes,no,unknown,28,may,154,1,-1,0,unknown,no
1716,3259,37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,unknown,yes
1717,6934,40,technician,married,tertiary,no,1759,yes,no,cellular,19,nov,87,2,-1,0,unknown,no
1718,8833,60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,1,88,3,other,no
1719,2910,35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success,yes
1720,2065,31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
1721,4901,38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
1722,7376,32,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure,no
1723,7501,29,technician,single,secondary,no,853,no,yes,telephone,4,feb,239,7,-1,0,unknown,no
